average_price,type,year,geography
1.61,Organic,2018,Atlanta
1.22,Conventional,2018,Baltimore/Washington
1.36,Organic,2018,Baltimore/Washington
1.2,Conventional,2018,Boise
1.86,Organic,2018,Boise
1.38,Conventional,2018,Boston
1.54,Organic,2018,Boston
1.16,Conventional,2018,Buffalo/Rochester
1.16,Organic,2018,Buffalo/Rochester
1.1,Conventional,2018,California
1.68,Organic,2018,California
0.89,Conventional,2018,Charlotte
1.43,Organic,2018,Charlotte
1.45,Conventional,2018,Chicago
1.69,Organic,2018,Chicago
0.97,Conventional,2018,Cincinnati/Dayton
1.56,Organic,2018,Cincinnati/Dayton
0.92,Conventional,2018,Columbus
1.44,Organic,2018,Columbus
0.67,Conventional,2018,Dallas/Ft. Worth
1.31,Organic,2018,Dallas/Ft. Worth
1.04,Conventional,2018,Denver
1.39,Organic,2018,Denver
0.93,Conventional,2018,Detroit
1.3,Organic,2018,Detroit
1.51,Conventional,2018,Grand Rapids
1.35,Organic,2018,Grand Rapids
1.11,Conventional,2018,Great Lakes
1.4,Organic,2018,Great Lakes
1.16,Conventional,2018,Harrisburg/Scranton
1.32,Organic,2018,Harrisburg/Scranton
1.43,Conventional,2018,Hartford/Springfield
1.84,Organic,2018,Hartford/Springfield
0.73,Conventional,2018,Houston
1.65,Organic,2018,Houston
1.04,Conventional,2018,Indianapolis
1.34,Organic,2018,Indianapolis
0.8,Conventional,2018,Jacksonville
1.61,Organic,2018,Jacksonville
1.17,Conventional,2018,Las Vegas
1.6,Organic,2018,Las Vegas
1,Conventional,2018,Los Angeles
1.57,Organic,2018,Los Angeles
1.11,Conventional,2018,Louisville
1.37,Organic,2018,Louisville
0.78,Conventional,2018,Miami/Ft. Lauderdale
1.4,Organic,2018,Miami/Ft. Lauderdale
1.06,Conventional,2018,Midsouth
1.39,Organic,2018,Midsouth
0.93,Conventional,2018,Nashville
1.57,Organic,2018,Nashville
1.06,Conventional,2018,New Orleans/Mobile
1.65,Organic,2018,New Orleans/Mobile
1.36,Conventional,2018,New York
1.74,Organic,2018,New York
1.31,Conventional,2018,Northeast
1.53,Organic,2018,Northeast
1.22,Conventional,2018,Northern New England
1.48,Organic,2018,Northern New England
0.81,Conventional,2018,Orlando
1.58,Organic,2018,Orlando
1.27,Conventional,2018,Philadelphia
1.48,Organic,2018,Philadelphia
0.83,Conventional,2018,Phoenix/Tucson
1.36,Organic,2018,Phoenix/Tucson
1.25,Conventional,2018,Pittsburgh
1.32,Organic,2018,Pittsburgh
1.1,Conventional,2018,Plains
1.32,Organic,2018,Plains
1.03,Conventional,2018,Portland
1.66,Organic,2018,Portland
0.93,Conventional,2018,Raleigh/Greensboro
1.48,Organic,2018,Raleigh/Greensboro
1.01,Conventional,2018,Richmond/Norfolk
1.18,Organic,2018,Richmond/Norfolk
1.07,Conventional,2018,Roanoke
1.3,Organic,2018,Roanoke
1.06,Conventional,2018,Sacramento
1.76,Organic,2018,Sacramento
1.08,Conventional,2018,San Diego
1.6,Organic,2018,San Diego
1.39,Conventional,2018,San Francisco
2.05,Organic,2018,San Francisco
1.28,Conventional,2018,Seattle
1.52,Organic,2018,Seattle
0.89,Conventional,2018,South Carolina
1.35,Organic,2018,South Carolina
0.77,Conventional,2018,South Central
1.45,Organic,2018,South Central
0.83,Conventional,2018,Southeast
1.52,Organic,2018,Southeast
1.11,Conventional,2018,Spokane
1.85,Organic,2018,Spokane
0.99,Conventional,2018,St. Louis
1.63,Organic,2018,St. Louis
1.16,Conventional,2018,Syracuse
1.22,Organic,2018,Syracuse
0.81,Conventional,2018,Tampa
1.52,Organic,2018,Tampa
1.03,Conventional,2018,West
1.52,Organic,2018,West
0.91,Conventional,2018,West Tex/New Mexico
1.52,Organic,2018,West Tex/New Mexico
1.31,Conventional,2018,Albany
1.61,Organic,2018,Albany
0.91,Conventional,2018,Atlanta
1.53,Organic,2018,Atlanta
1.35,Conventional,2018,Baltimore/Washington
1.4,Organic,2018,Baltimore/Washington
1.19,Conventional,2018,Boise
1.89,Organic,2018,Boise
1.45,Conventional,2018,Boston
1.58,Organic,2018,Boston
1.13,Conventional,2018,Buffalo/Rochester
1.2,Organic,2018,Buffalo/Rochester
1.11,Conventional,2018,California
1.68,Organic,2018,California
1.13,Conventional,2018,Charlotte
1.45,Organic,2018,Charlotte
1.33,Conventional,2018,Chicago
1.57,Organic,2018,Chicago
0.99,Conventional,2018,Cincinnati/Dayton
1.55,Organic,2018,Cincinnati/Dayton
1.03,Conventional,2018,Columbus
1.36,Organic,2018,Columbus
0.67,Conventional,2018,Dallas/Ft. Worth
1.37,Organic,2018,Dallas/Ft. Worth
1,Conventional,2018,Denver
1.51,Organic,2018,Denver
1.1,Conventional,2018,Detroit
1.3,Organic,2018,Detroit
1.54,Conventional,2018,Grand Rapids
1.29,Organic,2018,Grand Rapids
1.12,Conventional,2018,Great Lakes
1.36,Organic,2018,Great Lakes
1.04,Conventional,2018,Harrisburg/Scranton
1.29,Organic,2018,Harrisburg/Scranton
1.42,Conventional,2018,Hartford/Springfield
1.88,Organic,2018,Hartford/Springfield
0.73,Conventional,2018,Houston
1.46,Organic,2018,Houston
1.05,Conventional,2018,Indianapolis
1.26,Organic,2018,Indianapolis
0.94,Conventional,2018,Jacksonville
1.64,Organic,2018,Jacksonville
1.19,Conventional,2018,Las Vegas
1.58,Organic,2018,Las Vegas
1,Conventional,2018,Los Angeles
1.53,Organic,2018,Los Angeles
0.94,Conventional,2018,Louisville
1.31,Organic,2018,Louisville
0.96,Conventional,2018,Miami/Ft. Lauderdale
1.38,Organic,2018,Miami/Ft. Lauderdale
1.08,Conventional,2018,Midsouth
1.41,Organic,2018,Midsouth
0.9,Conventional,2018,Nashville
1.52,Organic,2018,Nashville
1.01,Conventional,2018,New Orleans/Mobile
1.61,Organic,2018,New Orleans/Mobile
1.37,Conventional,2018,New York
1.8,Organic,2018,New York
1.27,Conventional,2018,Northeast
1.56,Organic,2018,Northeast
1.32,Conventional,2018,Northern New England
1.48,Organic,2018,Northern New England
0.96,Conventional,2018,Orlando
1.52,Organic,2018,Orlando
1.1,Conventional,2018,Philadelphia
1.46,Organic,2018,Philadelphia
0.73,Conventional,2018,Phoenix/Tucson
1.33,Organic,2018,Phoenix/Tucson
0.74,Conventional,2018,Pittsburgh
1.32,Organic,2018,Pittsburgh
0.91,Conventional,2018,Plains
1.34,Organic,2018,Plains
1.06,Conventional,2018,Portland
1.71,Organic,2018,Portland
1.1,Conventional,2018,Raleigh/Greensboro
1.57,Organic,2018,Raleigh/Greensboro
0.99,Conventional,2018,Richmond/Norfolk
1.2,Organic,2018,Richmond/Norfolk
0.91,Conventional,2018,Roanoke
1.3,Organic,2018,Roanoke
1.08,Conventional,2018,Sacramento
1.84,Organic,2018,Sacramento
1.13,Conventional,2018,San Diego
1.6,Organic,2018,San Diego
1.42,Conventional,2018,San Francisco
2.26,Organic,2018,San Francisco
1.38,Conventional,2018,Seattle
1.55,Organic,2018,Seattle
0.99,Conventional,2018,South Carolina
1.33,Organic,2018,South Carolina
0.77,Conventional,2018,South Central
1.43,Organic,2018,South Central
0.95,Conventional,2018,Southeast
1.48,Organic,2018,Southeast
1.22,Conventional,2018,Spokane
1.92,Organic,2018,Spokane
1.14,Conventional,2018,St. Louis
1.67,Organic,2018,St. Louis
1.15,Conventional,2018,Syracuse
1.26,Organic,2018,Syracuse
0.95,Conventional,2018,Tampa
1.49,Organic,2018,Tampa
1.01,Conventional,2018,West
1.56,Organic,2018,West
0.91,Conventional,2018,West Tex/New Mexico
1.57,Organic,2018,West Tex/New Mexico
1.29,Conventional,2018,Albany
1.59,Organic,2018,Albany
0.94,Conventional,2018,Atlanta
1.55,Organic,2018,Atlanta
1.4,Conventional,2018,Baltimore/Washington
1.45,Organic,2018,Baltimore/Washington
1.28,Conventional,2018,Boise
1.85,Organic,2018,Boise
1.45,Conventional,2018,Boston
1.62,Organic,2018,Boston
1.12,Conventional,2018,Buffalo/Rochester
1.22,Organic,2018,Buffalo/Rochester
1.02,Conventional,2018,California
1.76,Organic,2018,California
1.15,Conventional,2018,Charlotte
1.62,Organic,2018,Charlotte
1.17,Conventional,2018,Chicago
1.57,Organic,2018,Chicago
0.85,Conventional,2018,Cincinnati/Dayton
1.52,Organic,2018,Cincinnati/Dayton
0.89,Conventional,2018,Columbus
1.47,Organic,2018,Columbus
0.66,Conventional,2018,Dallas/Ft. Worth
1.19,Organic,2018,Dallas/Ft. Worth
1.16,Conventional,2018,Denver
1.22,Organic,2018,Denver
0.95,Conventional,2018,Detroit
1.44,Organic,2018,Detroit
1.48,Conventional,2018,Grand Rapids
1.08,Organic,2018,Grand Rapids
1.02,Conventional,2018,Great Lakes
1.39,Organic,2018,Great Lakes
1.03,Conventional,2018,Harrisburg/Scranton
1.26,Organic,2018,Harrisburg/Scranton
1.44,Conventional,2018,Hartford/Springfield
1.88,Organic,2018,Hartford/Springfield
0.67,Conventional,2018,Houston
1.27,Organic,2018,Houston
0.83,Conventional,2018,Indianapolis
1.33,Organic,2018,Indianapolis
1.23,Conventional,2018,Jacksonville
1.7,Organic,2018,Jacksonville
0.99,Conventional,2018,Las Vegas
1.36,Organic,2018,Las Vegas
1.03,Conventional,2018,Los Angeles
1.64,Organic,2018,Los Angeles
0.98,Conventional,2018,Louisville
1.46,Organic,2018,Louisville
1.25,Conventional,2018,Miami/Ft. Lauderdale
1.41,Organic,2018,Miami/Ft. Lauderdale
1.1,Conventional,2018,Midsouth
1.51,Organic,2018,Midsouth
0.96,Conventional,2018,Nashville
1.54,Organic,2018,Nashville
1.16,Conventional,2018,New Orleans/Mobile
1.71,Organic,2018,New Orleans/Mobile
1.37,Conventional,2018,New York
1.71,Organic,2018,New York
1.3,Conventional,2018,Northeast
1.55,Organic,2018,Northeast
1.31,Conventional,2018,Northern New England
1.52,Organic,2018,Northern New England
1.21,Conventional,2018,Orlando
1.53,Organic,2018,Orlando
1.2,Conventional,2018,Philadelphia
1.4,Organic,2018,Philadelphia
0.69,Conventional,2018,Phoenix/Tucson
1.26,Organic,2018,Phoenix/Tucson
1.26,Conventional,2018,Pittsburgh
1.34,Organic,2018,Pittsburgh
0.76,Conventional,2018,Plains
1.27,Organic,2018,Plains
1.19,Conventional,2018,Portland
1.72,Organic,2018,Portland
1.11,Conventional,2018,Raleigh/Greensboro
1.9,Organic,2018,Raleigh/Greensboro
0.96,Conventional,2018,Richmond/Norfolk
1.3,Organic,2018,Richmond/Norfolk
0.87,Conventional,2018,Roanoke
1.39,Organic,2018,Roanoke
1.1,Conventional,2018,Sacramento
1.78,Organic,2018,Sacramento
1.16,Conventional,2018,San Diego
1.68,Organic,2018,San Diego
0.96,Conventional,2018,San Francisco
2.31,Organic,2018,San Francisco
1.44,Conventional,2018,Seattle
2.16,Organic,2018,Seattle
1.08,Conventional,2018,South Carolina
1.34,Organic,2018,South Carolina
0.72,Conventional,2018,South Central
1.27,Organic,2018,South Central
1.13,Conventional,2018,Southeast
1.51,Organic,2018,Southeast
1.32,Conventional,2018,Spokane
1.85,Organic,2018,Spokane
1.08,Conventional,2018,St. Louis
1.44,Organic,2018,St. Louis
1.17,Conventional,2018,Syracuse
1.26,Organic,2018,Syracuse
1.22,Conventional,2018,Tampa
1.54,Organic,2018,Tampa
1.02,Conventional,2018,West
1.49,Organic,2018,West
0.83,Conventional,2018,West Tex/New Mexico
1.31,Organic,2018,West Tex/New Mexico
1.33,Conventional,2018,Albany
1.4,Organic,2018,Albany
1.03,Conventional,2018,Atlanta
1.65,Organic,2018,Atlanta
1.44,Conventional,2018,Baltimore/Washington
1.55,Organic,2018,Baltimore/Washington
1.39,Conventional,2018,Boise
1.83,Organic,2018,Boise
1.47,Conventional,2018,Boston
1.62,Organic,2018,Boston
1.16,Conventional,2018,Buffalo/Rochester
1.19,Organic,2018,Buffalo/Rochester
1.33,Conventional,2018,California
1.88,Organic,2018,California
1.2,Conventional,2018,Charlotte
1.76,Organic,2018,Charlotte
1.52,Conventional,2018,Chicago
1.62,Organic,2018,Chicago
0.99,Conventional,2018,Cincinnati/Dayton
1.58,Organic,2018,Cincinnati/Dayton
0.91,Conventional,2018,Columbus
1.54,Organic,2018,Columbus
0.71,Conventional,2018,Dallas/Ft. Worth
1.24,Organic,2018,Dallas/Ft. Worth
1.29,Conventional,2018,Denver
1.24,Organic,2018,Denver
1,Conventional,2018,Detroit
1.42,Organic,2018,Detroit
1.74,Conventional,2018,Grand Rapids
1.05,Organic,2018,Grand Rapids
1.15,Conventional,2018,Great Lakes
1.4,Organic,2018,Great Lakes
1.04,Conventional,2018,Harrisburg/Scranton
1.24,Organic,2018,Harrisburg/Scranton
1.46,Conventional,2018,Hartford/Springfield
1.67,Organic,2018,Hartford/Springfield
0.68,Conventional,2018,Houston
1.34,Organic,2018,Houston
0.88,Conventional,2018,Indianapolis
1.32,Organic,2018,Indianapolis
1.14,Conventional,2018,Jacksonville
1.7,Organic,2018,Jacksonville
1.09,Conventional,2018,Las Vegas
1.4,Organic,2018,Las Vegas
1.19,Conventional,2018,Los Angeles
1.76,Organic,2018,Los Angeles
1.14,Conventional,2018,Louisville
1.58,Organic,2018,Louisville
1.16,Conventional,2018,Miami/Ft. Lauderdale
1.45,Organic,2018,Miami/Ft. Lauderdale
1.2,Conventional,2018,Midsouth
1.64,Organic,2018,Midsouth
1.02,Conventional,2018,Nashville
1.76,Organic,2018,Nashville
1.12,Conventional,2018,New Orleans/Mobile
1.72,Organic,2018,New Orleans/Mobile
1.42,Conventional,2018,New York
1.41,Organic,2018,New York
1.34,Conventional,2018,Northeast
1.42,Organic,2018,Northeast
1.31,Conventional,2018,Northern New England
1.53,Organic,2018,Northern New England
1.14,Conventional,2018,Orlando
1.65,Organic,2018,Orlando
1.25,Conventional,2018,Philadelphia
1.32,Organic,2018,Philadelphia
0.88,Conventional,2018,Phoenix/Tucson
1.45,Organic,2018,Phoenix/Tucson
1.23,Conventional,2018,Pittsburgh
1.39,Organic,2018,Pittsburgh
1.12,Conventional,2018,Plains
1.33,Organic,2018,Plains
1.29,Conventional,2018,Portland
1.79,Organic,2018,Portland
1.2,Conventional,2018,Raleigh/Greensboro
2.01,Organic,2018,Raleigh/Greensboro
1.06,Conventional,2018,Richmond/Norfolk
1.4,Organic,2018,Richmond/Norfolk
1.03,Conventional,2018,Roanoke
1.55,Organic,2018,Roanoke
1.64,Conventional,2018,Sacramento
1.92,Organic,2018,Sacramento
1.43,Conventional,2018,San Diego
2.07,Organic,2018,San Diego
1.52,Conventional,2018,San Francisco
1.99,Organic,2018,San Francisco
1.53,Conventional,2018,Seattle
2.41,Organic,2018,Seattle
1.13,Conventional,2018,South Carolina
1.34,Organic,2018,South Carolina
0.77,Conventional,2018,South Central
1.32,Organic,2018,South Central
1.12,Conventional,2018,Southeast
1.55,Organic,2018,Southeast
1.45,Conventional,2018,Spokane
2.02,Organic,2018,Spokane
1.36,Conventional,2018,St. Louis
1.56,Organic,2018,St. Louis
1.19,Conventional,2018,Syracuse
1.22,Organic,2018,Syracuse
1.13,Conventional,2018,Tampa
1.52,Organic,2018,Tampa
1.18,Conventional,2018,West
1.61,Organic,2018,West
0.91,Conventional,2018,West Tex/New Mexico
1.54,Organic,2018,West Tex/New Mexico
1.53,Conventional,2018,Albany
1.46,Organic,2018,Albany
1.08,Conventional,2018,Atlanta
1.73,Organic,2018,Atlanta
1.53,Conventional,2018,Baltimore/Washington
1.66,Organic,2018,Baltimore/Washington
1.5,Conventional,2018,Boise
1.93,Organic,2018,Boise
1.67,Conventional,2018,Boston
1.62,Organic,2018,Boston
1.63,Conventional,2018,Buffalo/Rochester
1.38,Organic,2018,Buffalo/Rochester
1.57,Conventional,2018,California
1.86,Organic,2018,California
1.21,Conventional,2018,Charlotte
1.75,Organic,2018,Charlotte
1.62,Conventional,2018,Chicago
1.69,Organic,2018,Chicago
1.03,Conventional,2018,Cincinnati/Dayton
1.64,Organic,2018,Cincinnati/Dayton
1.03,Conventional,2018,Columbus
1.6,Organic,2018,Columbus
0.74,Conventional,2018,Dallas/Ft. Worth
1.37,Organic,2018,Dallas/Ft. Worth
1.32,Conventional,2018,Denver
1.48,Organic,2018,Denver
1.18,Conventional,2018,Detroit
1.53,Organic,2018,Detroit
1.95,Conventional,2018,Grand Rapids
1.16,Organic,2018,Grand Rapids
1.27,Conventional,2018,Great Lakes
1.48,Organic,2018,Great Lakes
1.1,Conventional,2018,Harrisburg/Scranton
1.31,Organic,2018,Harrisburg/Scranton
1.47,Conventional,2018,Hartford/Springfield
1.96,Organic,2018,Hartford/Springfield
0.93,Conventional,2018,Houston
1.53,Organic,2018,Houston
1.05,Conventional,2018,Indianapolis
1.44,Organic,2018,Indianapolis
1.17,Conventional,2018,Jacksonville
1.65,Organic,2018,Jacksonville
1.25,Conventional,2018,Las Vegas
1.64,Organic,2018,Las Vegas
1.41,Conventional,2018,Los Angeles
1.67,Organic,2018,Los Angeles
1.15,Conventional,2018,Louisville
1.51,Organic,2018,Louisville
1.18,Conventional,2018,Miami/Ft. Lauderdale
1.38,Organic,2018,Miami/Ft. Lauderdale
1.24,Conventional,2018,Midsouth
1.66,Organic,2018,Midsouth
1.01,Conventional,2018,Nashville
1.73,Organic,2018,Nashville
1.17,Conventional,2018,New Orleans/Mobile
1.47,Organic,2018,New Orleans/Mobile
1.46,Conventional,2018,New York
2.08,Organic,2018,New York
1.42,Conventional,2018,Northeast
1.74,Organic,2018,Northeast
1.42,Conventional,2018,Northern New England
1.47,Organic,2018,Northern New England
1.15,Conventional,2018,Orlando
1.39,Organic,2018,Orlando
1.3,Conventional,2018,Philadelphia
1.61,Organic,2018,Philadelphia
0.98,Conventional,2018,Phoenix/Tucson
1.57,Organic,2018,Phoenix/Tucson
0.98,Conventional,2018,Pittsburgh
1.38,Organic,2018,Pittsburgh
1.29,Conventional,2018,Plains
1.5,Organic,2018,Plains
1.25,Conventional,2018,Portland
1.75,Organic,2018,Portland
1.25,Conventional,2018,Raleigh/Greensboro
1.99,Organic,2018,Raleigh/Greensboro
1.09,Conventional,2018,Richmond/Norfolk
1.44,Organic,2018,Richmond/Norfolk
1.03,Conventional,2018,Roanoke
1.45,Organic,2018,Roanoke
1.72,Conventional,2018,Sacramento
2.05,Organic,2018,Sacramento
1.62,Conventional,2018,San Diego
2.19,Organic,2018,San Diego
1.92,Conventional,2018,San Francisco
2.02,Organic,2018,San Francisco
1.47,Conventional,2018,Seattle
1.95,Organic,2018,Seattle
1.16,Conventional,2018,South Carolina
1.32,Organic,2018,South Carolina
0.88,Conventional,2018,South Central
1.44,Organic,2018,South Central
1.14,Conventional,2018,Southeast
1.51,Organic,2018,Southeast
1.32,Conventional,2018,Spokane
2.66,Organic,2018,Spokane
1.6,Conventional,2018,St. Louis
1.73,Organic,2018,St. Louis
1.64,Conventional,2018,Syracuse
1.36,Organic,2018,Syracuse
1.17,Conventional,2018,Tampa
1.24,Organic,2018,Tampa
1.24,Conventional,2018,West
1.73,Organic,2018,West
1.11,Conventional,2018,West Tex/New Mexico
1.6,Organic,2018,West Tex/New Mexico
1.53,Conventional,2018,Albany
1.4,Organic,2018,Albany
1.07,Conventional,2018,Atlanta
1.73,Organic,2018,Atlanta
1.55,Conventional,2018,Baltimore/Washington
1.37,Organic,2018,Baltimore/Washington
1.45,Conventional,2018,Boise
1.84,Organic,2018,Boise
1.61,Conventional,2018,Boston
1.53,Organic,2018,Boston
1.37,Conventional,2018,Buffalo/Rochester
1.31,Organic,2018,Buffalo/Rochester
1.47,Conventional,2018,California
2.19,Organic,2018,California
1.24,Conventional,2018,Charlotte
1.84,Organic,2018,Charlotte
1.68,Conventional,2018,Chicago
1.55,Organic,2018,Chicago
0.96,Conventional,2018,Cincinnati/Dayton
1.59,Organic,2018,Cincinnati/Dayton
1.08,Conventional,2018,Columbus
1.46,Organic,2018,Columbus
0.77,Conventional,2018,Dallas/Ft. Worth
1.37,Organic,2018,Dallas/Ft. Worth
1.18,Conventional,2018,Denver
1.46,Organic,2018,Denver
1.22,Conventional,2018,Detroit
1.37,Organic,2018,Detroit
1.83,Conventional,2018,Grand Rapids
1.27,Organic,2018,Grand Rapids
1.33,Conventional,2018,Great Lakes
1.36,Organic,2018,Great Lakes
1.2,Conventional,2018,Harrisburg/Scranton
1.26,Organic,2018,Harrisburg/Scranton
1.45,Conventional,2018,Hartford/Springfield
1.88,Organic,2018,Hartford/Springfield
0.81,Conventional,2018,Houston
1.57,Organic,2018,Houston
1.18,Conventional,2018,Indianapolis
1.37,Organic,2018,Indianapolis
1.16,Conventional,2018,Jacksonville
1.5,Organic,2018,Jacksonville
1.26,Conventional,2018,Las Vegas
1.72,Organic,2018,Las Vegas
1.27,Conventional,2018,Los Angeles
2.01,Organic,2018,Los Angeles
1.16,Conventional,2018,Louisville
1.56,Organic,2018,Louisville
1.16,Conventional,2018,Miami/Ft. Lauderdale
1.37,Organic,2018,Miami/Ft. Lauderdale
1.24,Conventional,2018,Midsouth
1.51,Organic,2018,Midsouth
1.01,Conventional,2018,Nashville
1.64,Organic,2018,Nashville
1.18,Conventional,2018,New Orleans/Mobile
1.4,Organic,2018,New Orleans/Mobile
1.64,Conventional,2018,New York
1.83,Organic,2018,New York
1.5,Conventional,2018,Northeast
1.52,Organic,2018,Northeast
1.44,Conventional,2018,Northern New England
1.45,Organic,2018,Northern New England
1.15,Conventional,2018,Orlando
1.31,Organic,2018,Orlando
1.48,Conventional,2018,Philadelphia
1.42,Organic,2018,Philadelphia
0.97,Conventional,2018,Phoenix/Tucson
1.4,Organic,2018,Phoenix/Tucson
1.27,Conventional,2018,Pittsburgh
1.29,Organic,2018,Pittsburgh
1.34,Conventional,2018,Plains
1.37,Organic,2018,Plains
1.29,Conventional,2018,Portland
1.7,Organic,2018,Portland
1.23,Conventional,2018,Raleigh/Greensboro
1.94,Organic,2018,Raleigh/Greensboro
1.13,Conventional,2018,Richmond/Norfolk
1.23,Organic,2018,Richmond/Norfolk
1.08,Conventional,2018,Roanoke
1.36,Organic,2018,Roanoke
1.63,Conventional,2018,Sacramento
2.16,Organic,2018,Sacramento
1.41,Conventional,2018,San Diego
2.11,Organic,2018,San Diego
1.91,Conventional,2018,San Francisco
2.71,Organic,2018,San Francisco
1.49,Conventional,2018,Seattle
1.6,Organic,2018,Seattle
1.14,Conventional,2018,South Carolina
1.51,Organic,2018,South Carolina
0.85,Conventional,2018,South Central
1.47,Organic,2018,South Central
1.13,Conventional,2018,Southeast
1.5,Organic,2018,Southeast
1.28,Conventional,2018,Spokane
2.16,Organic,2018,Spokane
1.64,Conventional,2018,St. Louis
1.7,Organic,2018,St. Louis
1.42,Conventional,2018,Syracuse
1.25,Organic,2018,Syracuse
1.17,Conventional,2018,Tampa
1.29,Organic,2018,Tampa
1.2,Conventional,2018,West
1.62,Organic,2018,West
1.01,Conventional,2018,West Tex/New Mexico
1.69,Organic,2018,West Tex/New Mexico
1.07,Conventional,2019,Albany
1.41,Organic,2019,Albany
0.92,Conventional,2019,Atlanta
1.42,Organic,2019,Atlanta
1.31,Conventional,2019,Baltimore/Washington
1.23,Organic,2019,Baltimore/Washington
1.23,Conventional,2019,Boise
1.73,Organic,2019,Boise
1.34,Conventional,2019,Boston
1.53,Organic,2019,Boston
1.19,Conventional,2019,Buffalo/Rochester
1.15,Organic,2019,Buffalo/Rochester
1.06,Conventional,2019,California
1.72,Organic,2019,California
1.1,Conventional,2019,Charlotte
1.91,Organic,2019,Charlotte
1.31,Conventional,2019,Chicago
1.15,Organic,2019,Chicago
0.81,Conventional,2019,Cincinnati/Dayton
1.38,Organic,2019,Cincinnati/Dayton
0.87,Conventional,2019,Columbus
1.33,Organic,2019,Columbus
0.68,Conventional,2019,Dallas/Ft. Worth
1.4,Organic,2019,Dallas/Ft. Worth
1.04,Conventional,2019,Denver
1.56,Organic,2019,Denver
0.93,Conventional,2019,Detroit
1.26,Organic,2019,Detroit
1.21,Conventional,2019,Grand Rapids
1.28,Organic,2019,Grand Rapids
1,Conventional,2019,Great Lakes
1.21,Organic,2019,Great Lakes
1.02,Conventional,2019,Harrisburg/Scranton
1.17,Organic,2019,Harrisburg/Scranton
1.4,Conventional,2019,Hartford/Springfield
1.88,Organic,2019,Hartford/Springfield
0.62,Conventional,2019,Houston
1.61,Organic,2019,Houston
0.86,Conventional,2019,Indianapolis
1.32,Organic,2019,Indianapolis
1.13,Conventional,2019,Jacksonville
1.5,Organic,2019,Jacksonville
1.03,Conventional,2019,Las Vegas
1.55,Organic,2019,Las Vegas
0.87,Conventional,2019,Los Angeles
1.56,Organic,2019,Los Angeles
0.98,Conventional,2019,Louisville
1.19,Organic,2019,Louisville
1.14,Conventional,2019,Miami/Ft. Lauderdale
1.42,Organic,2019,Miami/Ft. Lauderdale
1.07,Conventional,2019,Midsouth
1.44,Organic,2019,Midsouth
0.94,Conventional,2019,Nashville
1.4,Organic,2019,Nashville
1.14,Conventional,2019,New Orleans/Mobile
1.5,Organic,2019,New Orleans/Mobile
1.39,Conventional,2019,New York
1.67,Organic,2019,New York
1.27,Conventional,2019,Northeast
1.47,Organic,2019,Northeast
1.21,Conventional,2019,Northern New England
1.46,Organic,2019,Northern New England
1.1,Conventional,2019,Orlando
1.42,Organic,2019,Orlando
1.18,Conventional,2019,Philadelphia
1.29,Organic,2019,Philadelphia
0.77,Conventional,2019,Phoenix/Tucson
1.46,Organic,2019,Phoenix/Tucson
1.25,Conventional,2019,Pittsburgh
1.28,Organic,2019,Pittsburgh
1.08,Conventional,2019,Plains
1.25,Organic,2019,Plains
1.11,Conventional,2019,Portland
1.82,Organic,2019,Portland
1.06,Conventional,2019,Raleigh/Greensboro
2.1,Organic,2019,Raleigh/Greensboro
0.91,Conventional,2019,Richmond/Norfolk
1.15,Organic,2019,Richmond/Norfolk
0.91,Conventional,2019,Roanoke
1.29,Organic,2019,Roanoke
1.29,Conventional,2019,Sacramento
1.72,Organic,2019,Sacramento
0.92,Conventional,2019,San Diego
1.82,Organic,2019,San Diego
1.53,Conventional,2019,San Francisco
2.5,Organic,2019,San Francisco
1.37,Conventional,2019,Seattle
1.59,Organic,2019,Seattle
1.03,Conventional,2019,South Carolina
1.51,Organic,2019,South Carolina
0.74,Conventional,2019,South Central
1.46,Organic,2019,South Central
1.06,Conventional,2019,Southeast
1.47,Organic,2019,Southeast
1.21,Conventional,2019,Spokane
1.91,Organic,2019,Spokane
1.13,Conventional,2019,St. Louis
1.28,Organic,2019,St. Louis
1.11,Conventional,2019,Syracuse
1.15,Organic,2019,Syracuse
1.12,Conventional,2019,Tampa
1.45,Organic,2019,Tampa
1.03,Conventional,2019,West
1.63,Organic,2019,West
0.89,Conventional,2019,West Tex/New Mexico
1.57,Organic,2019,West Tex/New Mexico
1.09,Conventional,2019,Albany
1.28,Organic,2019,Albany
0.91,Conventional,2019,Atlanta
1.69,Organic,2019,Atlanta
1.34,Conventional,2019,Baltimore/Washington
1.22,Organic,2019,Baltimore/Washington
1.04,Conventional,2019,Boise
1.72,Organic,2019,Boise
1.39,Conventional,2019,Boston
1.46,Organic,2019,Boston
1.19,Conventional,2019,Buffalo/Rochester
1.07,Organic,2019,Buffalo/Rochester
0.95,Conventional,2019,California
1.72,Organic,2019,California
1.08,Conventional,2019,Charlotte
1.81,Organic,2019,Charlotte
0.96,Conventional,2019,Chicago
1.4,Organic,2019,Chicago
0.86,Conventional,2019,Cincinnati/Dayton
1.62,Organic,2019,Cincinnati/Dayton
0.85,Conventional,2019,Columbus
1.14,Organic,2019,Columbus
0.71,Conventional,2019,Dallas/Ft. Worth
1.41,Organic,2019,Dallas/Ft. Worth
1.08,Conventional,2019,Denver
1.6,Organic,2019,Denver
0.93,Conventional,2019,Detroit
1.2,Organic,2019,Detroit
1.53,Conventional,2019,Grand Rapids
